UN_Region,Year,Population,E_Waste_kg_per_capita,Total_E_Waste_metric_tons,Recycling_Rate_percent,Formal_Collection_Rate_percent,Informal_Processing_percent,Hazardous_Content_percent,Landfill_Rate_percent,Export_Rate_percent,E_Waste_Policy_Index,GDP_per_capita_USD,Urbanization_Rate_percent
Northern Africa,2020,120169676,6.74,809943.62,14.98,9.59,2.47,37.46,8.15,5.25,0.721,14585.85,81.15
Oceania,2022,47070769,28.49,1341046.21,10.35,7.25,41.83,27.25,34.66,3.03,0.242,50520.38,85.84
Western Asia,2020,165733771,2.79,462397.22,24.95,8.27,91.53,13.29,30.38,7.27,0.108,,74.39
Sub-Saharan Africa,2023,235437140,7.03,1655123.09,44.55,19.23,96.97,23.37,54.15,15.62,0.331,42876.26,52.8
Eastern Asia,2024,158636917,10.65,1689483.17,49.38,28.66,73.69,15.64,52.16,18.52,0.357,9756.6,77.97
Southern Asia,2021,131044624,20.53,2690346.13,19.49,4.8,12.28,18.13,36.5,29.95,0.308,,62.91
Western Asia,2024,93973441,19.75,1855975.46,46.63,19.93,55.88,32.26,9.66,12.76,0.752,74398.16,15.98
Central Asia,2022,207271224,2.59,536832.47,73.36,21.34,46.78,34.24,7.95,9.29,0.305,16478.46,44.61
Northern Africa,2023,95401342,27.95,2666467.51,69.38,44.58,99.26,17.35,8.73,18.04,0.856,60297.84,50.33
Southern Asia,2023,105832238,16.1,1703899.03,82.38,37.95,78.67,37.61,47.92,18.56,0.949,55899.62,73.05
Eastern Asia,2024,247304275,2.24,553961.58,,25.99,91.85,13.88,7.28,5.15,0.814,72410.51,69.92
Latin America and the Caribbean,2022,207087928,8.89,1841011.68,23.15,12.96,74.04,25.75,61.64,31.98,0.068,75039.49,81.36
Southern Asia,2023,144290320,3.21,463171.93,34.24,14.92,56.83,20.49,61.73,21.38,0.657,75052.98,87.29
Oceania,2024,219349787,6.37,1397258.14,62.95,25.08,35.35,10.13,40.19,3.05,0.229,70775.5,73.07
Western Asia,2023,134607428,2.85,383631.17,65.51,27.6,43.75,25.53,52.44,24.51,0.286,,24.84
Western Asia,2020,35363876,10.86,384051.69,22.9,15.74,83.7,38.21,18.88,20.49,0.585,64184.32,21.45
Northern America,2021,95532721,2.61,249340.4,,17.05,40.61,37.11,47.8,0.09,0.958,42092.24,84.48
Western Asia,2022,55330036,11.38,629655.81,41.44,27.04,0.76,24.49,47.98,31.01,0.413,36503.79,74.63
Southern Asia,2023,166307589,4.85,806591.81,74.82,12.85,97.97,38.22,18.82,23.27,0.258,77138.32,79.12
Southern Asia,2021,230714875,7.64,1762661.65,24.27,19.67,73.41,33.96,58.01,19.67,0.097,54351.89,30.41
Eastern Asia,2023,177173298,15.94,2824142.37,81.25,44.67,34.73,32.28,62.72,9.4,0.832,14111.74,64.79
Southern Asia,2021,12675387,13.57,172005,47.7,44.76,72.08,16.95,17.04,24.08,0.959,74588.16,30.03
South-Eastern Asia,2020,111619572,29.49,3291661.18,49.6,44.27,40.69,12.16,28.79,21.53,0.269,46236.96,65.53
Central Asia,2023,155726256,16.28,2535223.45,15.8,9.86,72.81,31.93,12.09,20.91,0.898,47602.68,92.31
Central Asia,2024,233483513,17.08,3987898.4,77.68,24.53,97.42,39.2,55.58,18.59,0.475,47078.45,58.55
Sub-Saharan Africa,2022,73883101,10.95,809019.96,29.35,20.48,12.83,22.44,19.27,20.22,0.974,54119.84,88.37
Northern America,2024,63865121,13.54,864733.74,63.27,36.73,83.69,13.14,45.1,34.73,0.547,67304.46,55.82
Europe,2024,126253275,15.42,1946825.5,45.08,38.97,74.26,33.63,68.75,15.35,0.979,26353.81,
Northern America,2020,207533496,3.68,763723.27,25.79,4.85,58.35,21.25,58.91,24.5,0.07,39531.84,54.56
Western Asia,2023,122660257,19.14,2347717.32,53.1,16.97,83.51,24.67,40.46,30.7,0.699,45729.29,27.29
Oceania,2024,91044837,23.54,2143195.46,48.28,23.35,18.46,35.56,16.21,27.8,0.184,30484.41,22.88
Europe,2023,227490011,27.39,6230951.4,83.08,27.53,69.13,10.82,13.9,15.39,0.736,34061.42,
Latin America and the Caribbean,2020,19640204,12.19,239414.09,51.46,11.35,69.17,13.76,43.03,22.92,0.372,39660.41,69.32
Central Asia,2021,206829546,28.43,5880163.99,6.87,6.42,9.6,38.96,24.98,2.29,0.289,982.54,78.46
Europe,2020,65074939,5.76,374831.65,6.13,3.37,47.25,39.19,17.02,30.18,0.274,33121.97,27.6
South-Eastern Asia,2021,125417766,24.99,3134189.97,16.51,9.53,84.21,20.69,14.65,9.64,0.616,7249.45,41.39
Southern Asia,2023,192167477,10.3,1979325.01,42.04,12.92,59.83,21.07,30.53,0.49,0.445,3659.07,
Northern Africa,2024,84051758,21.43,1801229.17,59.22,47.07,88.74,34.62,22.36,34.54,0.447,55872.07,44.76
Latin America and the Caribbean,2023,222092773,23.62,5245831.3,71.61,40.45,36.85,23.32,5.05,0.86,0.237,14019.55,85.44
South-Eastern Asia,2022,87300622,19.67,1717203.23,72.67,38.59,57.75,29.28,15.35,10.36,0.339,65067.94,58.86
Southern Asia,2020,125009549,23.86,2982727.84,22.48,21.76,93.15,11.69,21.01,11.48,0.526,25920.58,64.24
Southern Asia,2023,200459170,12.57,2519771.77,64.29,37.31,68.8,30.27,21.22,14.46,0.67,71836.9,94.96
Eastern Asia,2024,106377663,23.37,2486045.98,7.4,4.9,39.4,21.65,20.14,4.82,0.235,34482.34,17.12
Eastern Asia,2021,226634480,12.47,2826131.97,49.63,33.97,31.94,11.09,13.35,6.07,0.1,65187.27,29.42
Western Asia,2020,100864380,2.84,286454.84,13.78,12.97,69.73,36.07,60.86,19.79,0.957,31922.35,42.41
South-Eastern Asia,2020,125083270,6.47,809288.76,61.33,24.69,78.84,31.64,27.4,27.18,0.849,47099.52,72.3
Northern America,2021,134700251,-29.38,3957493.37,47.53,28.92,23.66,18.71,18.43,6.21,0.756,71176.96,30.86
Western Asia,2023,235251739,14.72,3462905.6,62.14,54.75,3.94,20.46,40.71,1.19,0.556,37137.03,24.48
Europe ,2021,235355138,4.27,1004966.44,64.57,36.47,24.27,39.62,31.48,29.18,0.268,69764.01,15.11
Northern America,2022,70725305,22.69,1604757.17,51.71,38.21,67.44,14.49,5.13,4.72,0.436,76558.82,53.52
South-Eastern Asia,2020,139638586,16.64,2323586.07,22.11,18.02,34.38,18.42,7.65,20.42,0.568,2122.94,76.41
Eastern Asia,2024,94862998,14.43,1368873.06,16.29,5.15,2.9,24.72,10.1,6.32,0.954,76799.72,74.55
Northern Africa,2024,56928183,15.51,882956.12,32.16,18.83,7.08,37.04,49.14,28.41,0.542,57567.33,86.81
Oceania,2023,3952818,13.3,52572.48,23.72,23.1,35.69,20.56,45.89,26.1,0.473,43525,61.56
Northern America,2024,70573583,23.25,1640835.8,11.79,6.59,19.42,24.72,64.13,20.18,0.563,9904.89,56.9
Oceania,2024,129033875,2.01,259358.09,64.29,32.82,46.22,14.44,29.7,25.93,0.876,22665.58,27.17
Europe,2021,101161756,26.98,2729344.18,22.17,17.74,0.21,28.59,55.41,25.55,0.644,25041.1,68.4
Southern Asia,2020,198359900,27.12,5379520.49,11.83,9.18,24.45,11.31,48.11,14.69,0.906,79820,55.34
Oceania,2023,96647208,5.46,527693.76,82.44,41.51,48.46,35.07,43.57,24.47,0.082,33647.21,34.87
South-Eastern Asia,2021,227936502,20.74,4727403.05,40.35,7.83,58.2,25.61,57.02,16.25,0.981,44769.28,
Eastern Asia,2023,36110341,3.6,129997.23,6.22,3.01,52.22,19.84,43.27,2.55,0,40969.55,68.39
Sub-Saharan Africa,2023,181425121,10.16,1843279.23,49.28,31.55,91.06,26.42,22.28,4.23,0.947,49393.03,73.01
Europe,2021,98700257,-22.51,2221742.79,84.57,76.14,30.34,31.97,14.51,9.75,0.826,61293,36.61
Northern America,2022,125358909,27.57,3456145.12,76.99,50.77,0.16,12.36,67.35,3.25,0.617,37230.75,35.32
Southern Asia,2020,167972249,9.09,1526867.74,11.73,3.44,10.25,35.93,66.67,32.76,0.583,72976.03,97.7
Central Asia,2020,39393208,25.89,1019890.16,21.51,20.98,60.58,30.65,59.22,29.34,0.181,66250.72,16.9
South-Eastern Asia,2020,82567370,3.16,260912.89,16.76,3.24,16.09,39.54,24.16,31.37,0.888,75379.08,51.14
Northern America,2022,94145279,12.23,1151396.76,23.11,14.69,27.99,18.89,54.16,33.11,0.099,79470.85,15.33
Northern Africa,2020,159699424,29.28,4675999.13,56.52,9.74,3.75,36.47,36.26,12.27,0.144,79625.41,80.87
Western Asia,2022,217181052,16.27,3533535.72,50.07,44.74,65.32,11.06,15.17,28.02,0.292,674.16,38.02
Latin America and the Caribbean,2022,245084528,24.54,6014374.32,77.17,25.6,41.93,10.85,39.74,3.34,0.304,3937.02,56.09
Northern Africa,2024,144791662,8.22,1190187.46,19.61,6.53,63.42,38.85,51.23,27.72,0.357,49189.37,51.13
Northern Africa,2020,9809684,14.91,146262.39,42.44,10.69,12.74,10.46,62.23,3.04,0.5,61936.14,88.97
Eastern Asia,2023,194505476,4.35,846098.82,75.76,27.64,30.8,15.08,33.81,22.77,0.586,24250.78,95.19
Northern Africa,2020,89013319,7,623093.23,20.97,3.3,22.93,24.1,51.35,17.57,0.593,64335.95,18.97
Latin America and the Caribbean,2022,87102765,8.71,758665.08,,8.12,31.95,10.41,59.79,22.77,0.685,56415.08,76.17
Europe,2022,49505201,3.23,159901.8,60.37,10.83,14.86,19.24,30.45,0.36,0.192,1221,83.61
Southern Asia,2023,87771303,14.85,1303403.85,9.4,6.28,10.64,38.13,37.53,31.94,0.703,57445.19,63.44
Europe,2021,191016973,24.27,4635981.93,76.27,55.26,63.26,26.81,66.12,30.14,0.554,2433.07,15.66
Southern Asia,2020,79094112,28.9,2285819.84,24.69,24.15,86.2,13.35,32.21,26.39,0.85,,78.61
Sub-Saharan Africa,2022,75896796,5.55,421227.22,35.89,7.45,84,22.68,36.21,20.82,0.857,26297.16,36.79
Southern Asia,2023,N/A,21.04,4888740.85,17.24,14.96,80.32,37.97,49.14,4.03,0.353,36987.43,44.56
Central Asia,2023,165800408,23.85,3954339.73,50.12,39.07,95.42,30.61,36.33,7.07,0.533,77955.09,57.5
Latin America and the Caribbean,2024,108137171,18.25,1973503.37,25.29,10.82,35.1,16.01,20.59,14.19,0.109,50462.25,68.55
Oceania,2020,19404163,20.03,388665.38,82.59,21.55,58.96,35.32,34.44,14.53,0.689,47732.11,55.77
Northern America,2023,100247123,11.55,1157854.27,33.85,17.67,36.74,22.57,9.93,2.91,0.616,67733.32,52.67
Eastern Asia,2020,192946009,24.94,4812073.46,84.75,45.08,29.15,12.2,34.02,16.03,0.958,74750.18,26.74
Southern Asia,2022,13135622,16.83,221072.52,36.17,7.93,90.63,31.88,45.41,30.55,0.259,64181.64,41.23
Sub Saharan Africa,2022,184972142,3.23,597460.02,39.61,10.8,37.81,24.22,44.17,24.86,0.346,57554.45,91.33
Eastern Asia,2022,121148791,8.05,975247.77,82.59,6.41,90.7,23.09,36.64,23.5,0.595,63255.46,81.33
Central Asia,2023,207314387,18.48,3831169.87,5.78,4.99,32.49,35.64,49.3,25.06,0.866,,
Oceania,2020,146019718,4.33,632265.38,37.66,11.99,58.21,30.97,36.69,2.84,0.082,,49.84
Northern America,2020,198845079,16.01,3183509.71,,41.59,17.72,10.64,63.41,18.04,0.995,17701.41,82.73
Europe ,2023,17356213,7.47,129650.91,25.8,21.01,48.89,20.63,16.69,12.14,0.187,10369.34,69.69
Sub-Saharan Africa,2022,241845195,27.75,6711204.16,63.32,14.63,20.46,36.35,13.38,15.55,0.162,55060.14,38.25
Latin America and the Caribbean,2023,101630952,3.08,313023.33,72.34,51.98,88.28,35.68,53.77,16.25,0.994,74188.2,58.29
Latin America and the Caribbean,2022,181154971,24.74,4481773.98,56.19,12.1,47.8,14.53,48.68,6.41,0.457,64905.74,87.09
Western Asia,2020,157985615,8.52,1346037.44,34.15,14.12,6.46,31.45,59.6,23.03,0.255,32857.6,58.3
Northern America,2021,207108859,8.8,1822557.96,25.69,6.86,36.49,27.95,54.61,26.49,0.676,,18.89
Northern America,2020,89661936,11.16,1000627.21,59.32,29.3,63.68,18.96,12.96,25.52,0.467,66396.62,20.04
Southern Asia,2024,100772110,21.83,2199855.16,58.56,40.75,33.41,38,64.94,18.55,0.787,38918.07,62.11
South-Eastern Asia,2021,5672155,9.53,54055.64,21.15,9.36,5.86,15.29,23.75,6.48,0.287,53912.9,82.23
Sub-Saharan Africa,2020,102210523,22.45,2294626.24,25.06,11.39,55.09,12.97,23.19,3.98,0.002,72066.95,61.27
Sub-Saharan Africa,2024,65696329,27.08,1779056.59,7,4.93,77.71,28.94,26.46,17.49,0.675,unknown,32.32
Oceania,2023,64129065,14.12,905502.4,72.87,54.21,42.96,30.89,35.67,6.04,0.848,2390.92,
Western Asia,2024,166941939,9.59,1600973.2,19.63,13.19,96.03,17.55,45.21,23.42,0.767,19067.87,67.37
Europe,2023,127680269,19.71,2516578.1,16.78,13.2,48.34,23.62,15.98,11.07,0.794,76518.5,92.74
Northern America,2022,99180920,14.27,1415311.73,78.77,16.33,93.77,25.07,57.84,31.19,0.63,4751.43,73.8
South-Eastern Asia,2023,7798405,17.86,139279.51,,35.72,0.79,31.01,23.95,4.49,0.671,70812.65,23.61
Sub-Saharan Africa,2024,178766785,9.11,1628565.41,68.77,59.65,89.25,31.18,63.93,7.05,0.221,21439.96,62.7
Oceania,2023,149195727,4.53,675856.64,78.58,42.84,77.85,30.2,34.46,6.18,0.505,61109.24,34.96
Northern America,2021,245424403,24.91,6113521.88,31.62,11.76,78.09,19.62,25.91,28.35,1,788.25,59.33
Southern Asia,2024,116191610,21.02,2442347.64,74.8,22.32,93.45,39.13,16,23.92,0.962,,64.91
Europe ,2024,11749115,26.67,313348.9,32.31,22.52,69.66,28,30.3,12.69,0.268,66381.89,87.95
Northern Africa,2020,244641798,8.08,1976705.73,47.11,27.54,99.7,37.08,26.38,34.92,0.833,,81.43
Sub-Saharan Africa,2023,11100638,20.88,231781.32,82.64,13.1,73.94,21.45,38.79,7.81,0.49,33449.51,79.67
Southern Asia,2024,175815574,5.03,884352.34,,10.96,85.19,13.25,29.01,26.83,0.343,79490.38,
South-Eastern Asia,2021,42166484,3.27,137884.4,69.28,13.91,98.01,37.66,15.87,22.26,0.247,68197.61,30.86
Sub-Saharan Africa,2023,238974231,22.84,5458171.44,43.54,5.78,22.82,18.43,59.12,9.17,0.629,35444.25,32.44
Sub-Saharan Africa,2022,126291745,27.29,3446501.72,55.08,45.54,52.27,19.61,32.82,7.78,0.71,36644.28,64.06
Northern Africa,2021,217372082,15.81,3436652.62,,42.06,92.4,32.1,16,22.94,0.635,53783.46,77.45
Southern Asia,2022,90376394,12.32,1113437.17,50.69,15.59,4.74,39.32,35.3,32.45,0.84,70144.49,17.66
South-Eastern Asia,2022,70437735,21.54,1517228.81,66.83,29.24,89.11,35.59,33.39,16.47,0.872,63524.94,64.13
Eastern Asia,2020,188477628,-18.36,3460449.25,6.51,6.13,16.12,38.3,7.35,26.95,0.354,unknown,64.97
Southern Asia,2022,152776929,10.49,1602629.99,56.84,42.34,25.29,25.62,5.83,9.23,0.334,54332.32,
Western Asia,2021,166495192,7.09,1180450.91,54.17,11.98,17.47,11.97,41.69,29.53,0.425,55778.59,67.17
Latin America and the Caribbean,2023,22272220,17.95,399786.35,,3.72,55.48,34.12,11.99,25.79,0.641,1947.65,29.3
Eastern Asia,2020,200283059,17.19,3442865.78,79.69,50.4,11.94,14.24,26.4,30.89,0.167,59401.3,43.27
Sub-Saharan Africa,2023,166386755,11.41,1898472.87,81.29,23.3,0.91,19.62,21.06,13.64,0.902,927.22,
South-Eastern Asia,2023,219989514,29.26,6436893.18,53.73,30.55,18.47,36.71,54.4,6.03,0.83,25734.84,56.64
Sub-Saharan Africa,2021,19250907,20.13,387520.76,9.89,8.38,67.04,32.9,48.8,27.4,0.178,44088.76,78.74
Sub Saharan Africa,2021,210610794,26.82,5648581.5,68.28,56.69,54.84,23.97,42.84,3.89,0.32,55183.07,
Eastern Asia,2022,41274377,11.37,469289.67,75.15,66.03,43.28,14.13,26.55,32.13,0.134,28650.47,
Northern Africa,2020,247432535,12.03,2976613.4,24.89,17.09,14.8,15.01,57.54,23.82,0.497,79339.69,60.48
South-Eastern Asia,2023,147102959,16.74,2462503.53,7.47,6.11,39.82,37.1,19.99,12.75,0.011,22844.16,45.11
Latin America and the Caribbean,2021,169215935,9.67,1636318.09,67.56,46.85,53.51,27.31,30.38,21.38,0.393,36861.95,90.15
Eastern Asia,2023,191839219,-17.95,3443513.98,66.57,10.32,74.02,33.63,69.28,12.7,0.771,18634.49,16.65
South-Eastern Asia,2023,143938763,6.81,980222.98,,6.32,15.08,30.19,12.09,31.56,0.321,72827.29,61.63
Sub-Saharan Africa,2024,136231591,16.33,2224661.88,,67.41,64.96,15.04,62.14,16.06,0.509,40106.6,91.82
Central Asia,2023,154284133,17.32,2672201.18,,7.33,96.7,30.35,63.93,16.12,0.887,60333.56,27.43
Southern Asia,2020,107422240,13.16,1413676.68,77.05,28.89,13.48,25.61,52.92,7.29,0.227,53504.93,29.06
Europe,2024,112807993,23.52,2653244,67.5,60.3,51.11,26.75,42.2,15.24,0.964,16953.11,96.7
Central Asia,2024,245011897,10.74,2631427.77,,52.88,88.2,21.98,40.06,16.4,0.009,27627.57,57.7
Eastern Asia,2023,88994817,14.51,1291314.79,16.4,14.68,83.48,36.85,14.45,1.14,0.053,69802.71,31.87
Central Asia,2024,152341510,19.92,3034642.88,72.28,20.21,45.66,29.13,61.3,4.32,0.152,79159.81,38.35
Oceania,2020,43644655,19.17,836668.04,79.68,36.44,55.21,29.28,29,23.52,0.737,62711.73,37.16
Northern Africa,2021,235475635,8.52,2006252.41,26.77,9.21,39.49,28.08,37.35,8.55,0.96,64931.75,84.13
Northern Africa,2021,15590560,15.75,245551.32,79.03,55.35,93.93,14.93,41.34,21.87,0.375,53284.49,43.87
Europe ,2020,187206327,5.1,954752.27,48.27,28.19,1.41,20.49,16.8,27.82,0.09,3667.18,64.51
Northern America,2021,209714782,5.54,1161819.89,49.56,9.35,88.43,22.38,19.28,5.21,0.233,20376.5,61.66
Europe,2024,221664766,28.29,6270896.23,64.11,48.88,93.72,27.68,5.18,6.61,0.697,49122.84,91.59
Eastern Asia,2020,246082983,3.84,944958.65,17.86,17.75,52.53,26.75,48.01,22.19,0.821,6877.6,62.89
Europe,2020,221379486,15.23,3371609.57,63.35,20.79,70.04,13.29,37.13,20.02,0.281,1493.69,34.79
Europe ,2023,127776255,28.39,3627567.88,66.19,59.18,13.63,10.62,61.24,5.16,0.718,6496.57,71.81
Northern Africa,2024,23123396,25.53,590340.3,29.63,27.48,91.75,28.65,38.07,26.81,0.136,52667.46,27.88
Latin America and the Caribbean,2022,101630944,19.96,2028553.64,13.48,10.31,81.74,20.97,67.22,21.94,0.447,42205.47,15.7
South-Eastern Asia,2020,29071091,22.38,650611.02,150,38.75,39.48,32.68,37.17,6.85,0.29,39012.28,92.1
Eastern Asia,2021,65324654,8.11,529782.94,78.28,65.8,0.17,33.36,42.6,11.58,0.063,27757.15,72.49
Latin America and the Caribbean,2020,175877691,18.95,3332882.24,11.65,10.78,14.06,34.76,34.06,26.41,0.054,60835.37,73.01
Western Asia,2024,42930258,23.04,989113.14,84.3,23.42,81.12,23.81,19.02,17.64,0.899,13211.41,39.4
South-Eastern Asia,2022,133766546,17.91,2395758.84,70.65,12.82,82.13,25.8,50.79,8.57,0.117,67517.71,29.68
Central Asia,2022,193618208,26.33,5097967.42,28.63,16.33,19.85,23.98,32.79,7.75,0.813,34287.63,67
Europe,2020,16304887,23.83,388545.46,63.73,27.08,15.94,10.59,40.49,27.44,0.549,60973.93,55.24
Northern America,2023,104823201,14.53,1523081.11,16.95,12.59,57.66,25.52,47.03,22.77,0.658,39155.28,72.75
Central Asia,2022,221841778,29.59,6564298.21,150,24.67,67.17,37.08,25.24,4.53,0.316,15706.24,35.39
Southern Asia,2022,7578540,21.53,163165.97,66.51,52.13,39.83,24.87,16.03,28.35,0.835,54243.11,86.74
Northern Africa,2020,225893297,14.66,3311595.73,10.9,10.68,65.26,26.59,48.03,26.03,0.32,61095.31,94.49
Europe,2021,198387335,14.04,2785358.18,57.44,33.19,88.23,11.78,44,12.15,0.117,64441.94,93.64
Europe,2023,104584250,29.6,3095693.8,64.12,60.64,47.53,28.44,47.66,18.71,0.873,8187.93,71.11
Eastern Asia,2021,171289706,4.42,757100.5,22.1,6.3,2.08,24.47,67.29,24.06,0.581,35375,52.37
Northern America,2021,98410596,18.14,1785168.21,11.14,4.61,21.45,32.6,30.56,0.28,0.355,54969.79,64.34
Northern America,2020,145962276,27.93,4076726.37,59.58,24.32,99.74,38.28,26.11,22.44,0.214,,15.01
Sub-Saharan Africa,2024,248979821,16.66,4148003.82,37.32,32.43,23.67,25.17,43.43,10.86,0.067,79312.22,50.73
Central Asia,2021,11740661,23.76,278958.11,23.74,20.55,57.73,39.93,28.22,16.08,0.283,9489.4,63.8
Latin America and the Caribbean,2023,119778009,28.44,3406486.58,150,63.86,92.03,16.53,19.63,3.1,0.432,34774.75,19.58
Latin America and the Caribbean,2024,142898067,15.21,2173479.6,46.98,19.22,88.22,36.52,9.33,33.79,0.916,29323.16,75.92
Northern Africa,2020,214583645,27.87,5980446.19,79.39,70.82,84.96,37.12,47.23,16.35,0.003,68730.95,56.88
Central Asia,2023,71168956,19.48,1386371.26,12.02,11.81,36.06,15.4,61.97,2.91,0.627,35916.58,96.52
Western Asia,2023,100506472,16.81,1689513.79,36.76,27.39,45.95,15.79,65.22,0.26,0.258,67216.82,28.13
Latin America and the Caribbean,2020,233458949,16.85,3933783.29,62.6,39.75,79.01,25.85,23.22,22.77,0.983,4116.52,85.23
Northern America,2021,107251436,25.13,2695228.59,53.13,14.1,68.15,34.43,58.19,7.1,0.251,66596.1,94.64
Western Asia,2022,200107663,9.64,1929037.87,67.07,22.54,61.61,20.08,21.92,27.61,0.46,26542.02,46.75
Eastern Asia,2022,191625287,10.36,1985237.97,21.47,16.25,51.55,27.74,9.4,10.53,0.106,64961.33,81.6
Europe,2022,128170535,10.77,1380396.66,11.83,5.87,62.12,39.38,13.24,28.37,0.189,15467.87,66.09
Central Asia,2021,20876252,6.32,131937.91,76.06,63.24,16.08,16.1,5.6,20.16,0.14,77358.12,45.93
Central Asia,2024,210799832,4.43,933843.26,77.82,14.1,10.04,23.23,20.42,25.29,0.399,78068.57,61.18
Central Asia,2024,130582687,27.02,3528344.2,23.56,21.26,75.35,23.93,10.96,3.97,0.195,52128.33,46.18
Northern America,2022,147421734,27.15,4002500.08,26.18,20.34,24.34,24.38,55.32,33.83,0.166,59217.32,34.26
Latin America and the Caribbean,2024,63494059,14.72,934632.55,83.79,16.34,34.8,32.53,18.83,12.71,0.507,4582.31,83.77
Central Asia,2020,141481798,8.81,1246454.64,25.38,12.49,97.65,12.3,37.29,31,0.357,27084.63,16.11
Eastern Asia,2020,8694138,10.14,88158.56,58.18,25.55,76.88,39.35,42.84,13.85,0.789,36161.78,50.07
Western Asia,2024,36556927,27.28,997272.97,76.95,37.19,75.92,33.63,13.23,26.87,0.907,40217.98,95.65
Central Asia,2020,14936494,25.77,384913.45,21.72,20.55,4.39,26.33,9.97,24.51,0.457,18170.17,37.16
Northern Africa,2023,15398840,5.88,90545.18,63.51,25.2,70.12,26.51,42.9,28.2,0.339,48980.18,32.69
Central Asia,2020,103306640,22.59,2333697,82.98,41.13,52.28,15.31,56.94,33.66,0.746,68647.25,82.67
Northern Africa,2020,197981465,27.22,5389055.48,60.44,22.26,82.44,39.19,50.89,3.49,0.621,2330.41,28.59
South-Eastern Asia,2023,106477030,5.08,540903.31,32.14,24.64,38.29,10.86,49.47,5.15,0.718,42628.72,31.7
Northern Africa,2023,170206550,14.41,2452676.39,65.54,57.15,50.9,35.93,49.02,18.3,0.37,54531.05,30.28
Central Asia,2021,154261094,29.33,4524477.89,64.62,13.16,47.06,23.89,21.43,19.65,0.36,45883.71,81.16
South-Eastern Asia,2023,78690351,3.71,291941.2,10.72,6.59,40.03,35.5,23.09,21.59,0.412,2041.1,95.75
Western Asia,2023,6081542,-17.25,104906.6,,44.76,49.19,16.68,17.27,8.61,0.668,28505.2,
Eastern Asia,2023,11388359,21.76,247810.69,32.12,30.25,8.08,28.57,37.99,0.7,0.758,32258.33,92.67
Central Asia,2023,59612860,13.12,782120.72,77.16,64.18,19.43,25.47,33.56,15.28,0.227,73535.54,
Northern Africa,2021,105799205,18.36,1942473.4,28.31,10.4,96.75,39.75,48.48,14.43,0.028,18039.79,17.57
Northern Africa,2021,195048777,13.61,2654613.85,5.26,4.67,74.62,17.46,42.24,14.78,0.69,71970.68,47.84
Latin America and the Caribbean,2024,42659027,28.5,1215782.27,32.7,12.65,96.58,14.64,69.36,30.56,0.278,74701.44,51.55
Southern Asia,2022,102558035,28.62,2935210.96,29.33,26.57,62.34,38.36,60.79,20.45,0.224,41500.3,25.03
Central Asia,2023,58784740,7.46,438534.16,78.24,3.2,81.02,33.21,44.36,13.45,0.239,6114.91,76.36
Oceania,2024,220887352,12.49,2758883.03,12.43,10.11,78.59,35.51,39.78,16.97,0.758,2154.95,62.09
Eastern Asia,2024,208742858,18.71,3905578.87,16.31,10.54,9.44,16.97,69.24,30.99,0.419,36851.87,53.38
Eastern Asia,2024,183386301,22.42,4111520.87,33.49,8.14,19.26,10.57,16.6,28.85,0.472,27033.73,15.34
Northern America,2020,106739203,27.76,2963080.28,60.67,54.79,86.15,39.11,8.04,11.35,0.765,48741.93,32.29
Sub-Saharan Africa,2021,174838962,16.25,2841133.13,41.49,15.9,89.06,26.81,62.29,10.85,0.055,,59.16
Latin America and the Caribbean,2021,114515486,2.35,269111.39,49.52,47.83,56.99,14.96,41.06,20.19,0.78,51568.67,26.34
Central Asia,2021,25789006,23.05,594436.59,21.68,3.33,30.74,34.43,43.74,0.29,0.487,53445.63,58
Latin America and the Caribbean,2023,157318083,23.7,3728438.57,27.35,10.05,54.95,34.64,31.1,7.6,0.867,66741.55,93.14
